epoch,step,test_MAE,test_RMSE,test_Total_Loss,train_MAE,train_RMSE,train_Total_Loss,val_MAE,val_RMSE,val_Total_Loss
0,371,,,,,,,0.7372967004776001,0.9688585996627808,0.9601249694824219
0,371,,,,0.9894866943359375,1.213280439376831,1.9517163038253784,,,
1,743,,,,,,,0.653696596622467,0.8467134237289429,0.7289161682128906
1,743,,,,0.6960335969924927,0.889640748500824,0.8099852800369263,,,
2,1115,,,,,,,0.6307551860809326,0.8244600892066956,0.6919687986373901
2,1115,,,,0.6534729599952698,0.8371104001998901,0.7172739505767822,,,
3,1487,,,,,,,0.6344504952430725,0.8217083811759949,0.6863644123077393
3,1487,,,,0.6379643082618713,0.8165507912635803,0.6842498779296875,,,
4,1859,,,,,,,0.6546341776847839,0.8277256488800049,0.6932945251464844
4,1859,,,,0.625102698802948,0.8017004728317261,0.6607182621955872,,,
5,2231,,,,,,,0.6346192359924316,0.8141080141067505,0.6716930270195007
5,2231,,,,0.622488796710968,0.8007407784461975,0.6578407287597656,,,
6,2603,,,,,,,0.6118238568305969,0.7986758351325989,0.6491280794143677
6,2603,,,,0.619978666305542,0.7966843843460083,0.6517730355262756,,,
7,2975,,,,,,,0.6196422576904297,0.7961755990982056,0.6429541707038879
7,2975,,,,0.6160212755203247,0.7940606474876404,0.6466376781463623,,,
8,3347,,,,,,,0.6278195977210999,0.8246705532073975,0.6944810748100281
8,3347,,,,0.6121747493743896,0.786842405796051,0.6336694359779358,,,
9,3719,,,,,,,0.6168395280838013,0.8044192790985107,0.661611020565033
9,3719,,,,0.6070418357849121,0.7793592214584351,0.6229261159896851,,,
10,4091,,,,,,,0.6202945113182068,0.7944028973579407,0.6423463821411133
10,4091,,,,0.6007265448570251,0.7731447815895081,0.6115479469299316,,,
11,4463,,,,,,,0.6013107895851135,0.7748017907142639,0.611527144908905
11,4463,,,,0.5930072069168091,0.7646607160568237,0.5997503399848938,,,
12,4835,,,,,,,0.5967923998832703,0.7763164639472961,0.6178109049797058
12,4835,,,,0.5915921926498413,0.761614978313446,0.5948296785354614,,,
13,5207,,,,,,,0.5849289894104004,0.75215744972229,0.5780160427093506
13,5207,,,,0.5842116475105286,0.7533045411109924,0.5826237797737122,,,
14,5579,,,,,,,0.6091272234916687,0.7643845677375793,0.594024658203125
14,5579,,,,0.5812109112739563,0.7495671510696411,0.5771827101707458,,,
15,5951,,,,,,,0.5778757333755493,0.7565006613731384,0.5880566835403442
15,5951,,,,0.5727638602256775,0.7386693954467773,0.5627328157424927,,,
16,6323,,,,,,,0.5695847868919373,0.7363516688346863,0.5541636943817139
16,6323,,,,0.569340169429779,0.7383430004119873,0.5600892305374146,,,
17,6695,,,,,,,0.5626220107078552,0.7333362698554993,0.5508222579956055
17,6695,,,,0.5594016313552856,0.7259570360183716,0.5432379245758057,,,
18,7067,,,,,,,0.5857654213905334,0.7382915019989014,0.5560520887374878
18,7067,,,,0.5594491362571716,0.72590172290802,0.541741669178009,,,
19,7439,,,,,,,0.5687961578369141,0.7462260127067566,0.5726701617240906
19,7439,,,,0.5563650727272034,0.7222506403923035,0.5362821817398071,,,
20,7811,,,,,,,0.565771758556366,0.7291009426116943,0.5450260639190674
20,7811,,,,0.5512848496437073,0.7151590585708618,0.5270320773124695,,,
21,8183,,,,,,,0.5599294900894165,0.721066951751709,0.5329425930976868
21,8183,,,,0.5532218217849731,0.7153746485710144,0.527521550655365,,,
22,8555,,,,,,,0.5465042591094971,0.7295904755592346,0.5507642030715942
22,8555,,,,0.5409454107284546,0.7026513814926147,0.5077031850814819,,,
23,8927,,,,,,,0.5424443483352661,0.7208470106124878,0.539146900177002
23,8927,,,,0.5404943227767944,0.7026013731956482,0.5076560974121094,,,
24,9299,,,,,,,0.543621301651001,0.6990746259689331,0.5016971826553345
24,9299,,,,0.5349740982055664,0.6966818571090698,0.5003190636634827,,,
25,9671,,,,,,,0.5266558527946472,0.6828807592391968,0.4794957935810089
25,9671,,,,0.5215469598770142,0.6798261404037476,0.4777210056781769,,,
26,10043,,,,,,,0.5420198440551758,0.7089886665344238,0.5184392929077148
26,10043,,,,0.5151058435440063,0.6727089285850525,0.46777474880218506,,,
27,10415,,,,,,,0.5342224836349487,0.6921629905700684,0.490151047706604
27,10415,,,,0.5076556205749512,0.6630768775939941,0.4556756913661957,,,
28,10787,,,,,,,0.5309458374977112,0.6956415772438049,0.501502513885498
28,10787,,,,0.501605212688446,0.6557585597038269,0.4443499743938446,,,
29,11159,,,,,,,0.5200530886650085,0.6642347574234009,0.4516020715236664
29,11159,,,,0.4895235002040863,0.6425042152404785,0.4281294643878937,,,
30,11160,0.5132626891136169,0.6774138808250427,0.4747964143753052,,,,,,
