epoch,step,train_MAE,train_RMSE,train_Total_Loss,val_MAE,val_RMSE,val_Total_Loss
0,371,,,,0.4209192991256714,0.576314389705658,0.35054120421409607
0,371,0.28767019510269165,0.3804869055747986,0.1522611677646637,,,
1,743,,,,0.4488607943058014,0.602472186088562,0.37936243414878845
1,743,0.28477591276168823,0.37399739027023315,0.1463523507118225,,,
2,1115,,,,0.42147237062454224,0.5811744332313538,0.3585640490055084
2,1115,0.2882991433143616,0.379712849855423,0.15113092958927155,,,
3,1487,,,,0.43177175521850586,0.5809786319732666,0.35273998975753784
3,1487,0.3151615560054779,0.41926950216293335,0.18587574362754822,,,
4,1859,,,,0.4003143906593323,0.5533702969551086,0.32645925879478455
4,1859,0.2837585508823395,0.3741660714149475,0.14650167524814606,,,
5,2231,,,,0.41777998208999634,0.5739782452583313,0.3484431505203247
5,2231,0.2687864303588867,0.3532206416130066,0.1298365443944931,,,
6,2603,,,,0.418557345867157,0.5825225114822388,0.3618682324886322
6,2603,0.2835628390312195,0.3729557693004608,0.14502449333667755,,,
7,2975,,,,0.42594489455223083,0.5882911682128906,0.37239137291908264
7,2975,0.28486305475234985,0.376018226146698,0.1482727825641632,,,
8,3347,,,,0.40283212065696716,0.5542135238647461,0.3294377326965332
8,3347,0.29276734590530396,0.3859987258911133,0.15609414875507355,,,
9,3719,,,,0.40598735213279724,0.5604473948478699,0.33727750182151794
9,3719,0.27798542380332947,0.36592695116996765,0.13989117741584778,,,
10,4091,,,,0.4087121784687042,0.565196692943573,0.33989018201828003
10,4091,0.2743653655052185,0.3600713312625885,0.13570170104503632,,,
11,4463,,,,0.413728266954422,0.5660070776939392,0.3403688967227936
11,4463,0.2873658835887909,0.37729552388191223,0.14827512204647064,,,
12,4835,,,,0.4037877321243286,0.5577231049537659,0.33247679471969604
12,4835,0.28526338934898376,0.3750397562980652,0.14702807366847992,,,
13,5207,,,,0.41993871331214905,0.5759425759315491,0.35729357600212097
13,5207,0.27952972054481506,0.36930352449417114,0.14360937476158142,,,
14,5579,,,,0.4093436300754547,0.5649720430374146,0.34096699953079224
14,5579,0.2721607983112335,0.35820406675338745,0.13491825759410858,,,
15,5951,,,,0.3968053460121155,0.5535826086997986,0.33176931738853455
15,5951,0.28112727403640747,0.37086015939712524,0.14333444833755493,,,
16,6323,,,,0.40898382663726807,0.560793936252594,0.3366134762763977
16,6323,0.26785120368003845,0.35342395305633545,0.13076435029506683,,,
17,6695,,,,0.40444886684417725,0.5674077868461609,0.34599360823631287
17,6695,0.2709796726703644,0.35631126165390015,0.13353998959064484,,,
18,7067,,,,0.41722503304481506,0.5724602937698364,0.3537365198135376
18,7067,0.28063321113586426,0.37072885036468506,0.1444273293018341,,,
19,7439,,,,0.40951067209243774,0.5655034780502319,0.34096837043762207
19,7439,0.261677086353302,0.3418223559856415,0.12169055640697479,,,
20,7811,,,,0.412859171628952,0.5767307281494141,0.35661473870277405
20,7811,0.2653636634349823,0.3469618260860443,0.12574651837348938,,,
21,8183,,,,0.4183478057384491,0.5700076818466187,0.34599635004997253
21,8183,0.26273009181022644,0.34486907720565796,0.12488523870706558,,,
22,8555,,,,0.40241721272468567,0.5582033395767212,0.3315088450908661
22,8555,0.2808726727962494,0.3684541583061218,0.14297954738140106,,,
23,8927,,,,0.4070291817188263,0.562730610370636,0.34051352739334106
23,8927,0.26566123962402344,0.34988662600517273,0.12820501625537872,,,
24,9299,,,,0.4017449617385864,0.5573649406433105,0.33415743708610535
24,9299,0.25459012389183044,0.33533477783203125,0.11744649708271027,,,
25,9671,,,,0.4187636971473694,0.5903706550598145,0.37457212805747986
25,9671,0.25519660115242004,0.33529308438301086,0.11740395426750183,,,
26,10043,,,,0.4068959057331085,0.5651829242706299,0.34113165736198425
26,10043,0.2932610511779785,0.38766777515411377,0.1607459932565689,,,
27,10415,,,,0.4180440306663513,0.5690065622329712,0.3409372866153717
27,10415,0.3269953727722168,0.4308048188686371,0.19648447632789612,,,
