epoch,step,test_MAE,test_RMSE,test_Total_Loss,train_MAE,train_RMSE,train_Total_Loss,val_MAE,val_RMSE,val_Total_Loss
0,79,,,,,,,1.270738124847412,1.270738124847412,2.8454151153564453
0,79,,,,2.428854465484619,2.428854465484619,9.54248332977295,,,
1,159,,,,,,,1.1342551708221436,1.1342551708221436,2.4292800426483154
1,159,,,,1.2477961778640747,1.2477961778640747,2.3026492595672607,,,
2,239,,,,,,,1.3447775840759277,1.3447775840759277,2.566534996032715
2,239,,,,1.2839548587799072,1.2839548587799072,2.5036914348602295,,,
3,240,1.3278874158859253,1.3278874158859253,2.504957675933838,,,,,,
